episode,timestep,reward
31,200,-190.0774
62,400,-189.1129
94,600,-175.1844
125,800,-198.3
157,1000,-149.8594
185,1200,-157.6571
214,1400,-113.3034
244,1600,-155.0533
272,1800,-99.6429
303,2000,-125.8548
333,2200,-96.97
363,2400,-127.9267
393,2600,-99.9167
423,2800,-93.86
453,3000,-118.66
480,3200,-160.3852
511,3400,-126.2839
538,3600,-106.1111
568,3800,-96.7267
596,4000,-95.3929
625,4200,-86.7828
654,4400,-99.2552
684,4600,-99.62
714,4800,-99.73
744,5000,-98.5967
774,5200,-101.1067
804,5400,-89.74
835,5600,-100.7258
866,5800,-87.2484
898,6000,-87.9375
930,6200,-83.1312
962,6400,-119.8094
994,6600,-98.1344
1024,6800,-87.18
1057,7000,-104.7697
1088,7200,-84.5258
1119,7400,-96.3419
1151,7600,-105.1062
1181,7800,-85.06
1211,8000,-86.7667
1241,8200,-84.1133
1273,8400,-95.375
1303,8600,-81.2067
1333,8800,-78.72
1362,9000,-77.8931
1391,9200,-78.7069
1420,9400,-74.5897
1448,9600,-76.1571
1479,9800,-90.4194
1508,10000,-87.3897
1537,10200,-74.7276
1567,10400,-86.8433
1597,10600,-72.6067
1628,10800,-72.6226
1658,11000,-71.0533
1689,11200,-71.0226
1717,11400,-71.15
1746,11600,-72.4793
1775,11800,-71.1069
1803,12000,-71.3357
1832,12200,-70.7517
1862,12400,-83.76
1893,12600,-71.2032
1924,12800,-83.2387
1955,13000,-71.7129
1986,13200,-83.2387
2019,13400,-71.6758
2049,13600,-70.7533
2082,13800,-70.6515
2114,14000,-70.4
2143,14200,-69.5138
2175,14400,-71.775
2207,14600,-70.6937
2238,14800,-70.3129
2270,15000,-71.5687
2299,15200,-69.9276
2329,15400,-70.0867
2357,15600,-70.9214
2387,15800,-70.44
2418,16000,-69.7452
2448,16200,-70.34
2477,16400,-69.7897
2506,16600,-69.5138
2536,16800,-71.2867
2567,17000,-70.0871
2596,17200,-70.4448
2625,17400,-69.6862
2653,17600,-69.6357
2680,17800,-70.5815
2708,18000,-70.9929
2737,18200,-70.4793
2765,18400,-70.05
2794,18600,-69.4793
2823,18800,-69.5828
2853,19000,-69.6667
2881,19200,-70.0286
2910,19400,-69.4793
2937,19600,-69.4333
2965,19800,-69.4571
2991,20000,-69.9462
3020,20200,-69.4448
3047,20400,-69.4704
3076,20600,-70.1069
3104,20800,-70.2071
3132,21000,-69.3143
3160,21200,-69.9214
3187,21400,-69.3963
3214,21600,-69.7519
3240,21800,-69.7
3267,22000,-69.4333
3294,22200,-82.9148
3322,22400,-69.4929
3349,22600,-69.4704
3375,22800,-69.7269
3402,23000,-83.063
3432,23200,-69.48
3461,23400,-69.6517
3490,23600,-69.4448
3517,23800,-71.5296
3544,24000,-71.2481
3574,24200,-69.6
3601,24400,-69.7963
3630,24600,-69.4793
3657,24800,-69.9148
3683,25000,-69.2538
3710,25200,-82.8037
3738,25400,-69.3429
3766,25600,-82.9929
3795,25800,-69.5483
3823,26000,-69.4857
3850,26200,-70.5444
3878,26400,-69.9429
3904,26600,-71.8308
3932,26800,-69.2714
3959,27000,-69.4704
3985,27200,-69.9231
4012,27400,-82.9148
4038,27600,-70.1385
4065,27800,-138.6778
4092,28000,-153.9519
4119,28200,-111.7704
4144,28400,-86.48
4171,28600,-69.8778
4198,28800,-103.2481
4223,29000,-102.78
4248,29200,-72.684
4274,29400,-73.0462
4299,29600,-69.916
4324,29800,-84.268
4349,30000,-99.224
4376,30200,-69.2778
4403,30400,-82.9815
4428,30600,-69.212
4453,30800,-69.748
4479,31000,-82.0577
4506,31200,-69.3148
4532,31400,-69.2769
4557,31600,-69.316
4582,31800,-70.284
4609,32000,-69.2259
4636,32200,-69.2111
4661,32400,-69.292
4687,32600,-69.3462
4712,32800,-69.34
4737,33000,-69.308
4762,33200,-69.196
4786,33400,-69.2
4812,33600,-69.1615
4837,33800,-69.132
4863,34000,-83.4385
4888,34200,-69.276
4913,34400,-69.164
4938,34600,-84.36
4963,34800,-85.328
4990,35000,-70.0037
5018,35200,-69.9143
5043,35400,-69.372
5069,35600,-69.2385
5093,35800,-70.225
5118,36000,-69.396
5143,36200,-69.348
5168,36400,-69.42
5191,36600,-69.1348
5215,36800,-69.2667
5239,37000,-69.3167
5263,37200,-69.3583
5286,37400,-69.9957
5311,37600,-69.3
5335,37800,-69.425
5359,38000,-69.1417
5381,38200,-69.3818
5406,38400,-100.096
5431,38600,-84.728
5457,38800,-69.8615
5482,39000,-69.612
5507,39200,-69.132
5532,39400,-69.252
5557,39600,-69.132
5583,39800,-69.2923
5608,40000,-69.196
5632,40200,-69.2417
5658,40400,-69.7308
5684,40600,-70.3692
5708,40800,-69.6833
5732,41000,-69.475
5757,41200,-69.572
5780,41400,-69.7174
5804,41600,-69.3833
5829,41800,-69.428
5853,42000,-71.1167
5876,42200,-69.6304
5901,42400,-69.348
5924,42600,-86.8
5948,42800,-69.65
5972,43000,-69.7083
5995,43200,-69.5696
6020,43400,-69.652
6043,43600,-69.3696
6068,43800,-69.3
6092,44000,-69.7083
6117,44200,-69.404
6142,44400,-83.98
6166,44600,-69.95
6191,44800,-70.14
6216,45000,-69.74
6241,45200,-69.34
6265,45400,-69.525
6289,45600,-69.35
6313,45800,-69.7833
6336,46000,-69.2913
6360,46200,-69.3583
6383,46400,-69.8739
6407,46600,-69.3083
6432,46800,-69.308
6455,47000,-69.2478
6479,47200,-69.6917
6504,47400,-69.196
6529,47600,-69.292
6554,47800,-69.348
6576,48000,-71.6909
6600,48200,-69.425
6624,48400,-70.6
6647,48600,-70.0478
6671,48800,-69.3667
6695,49000,-69.1333
6719,49200,-69.2
6743,49400,-69.7833
6767,49600,-85.3792
6793,49800,-69.8769
6826,50000,-207.9576
6851,50200,-133.836
6873,50400,-108.3773
6899,50600,-101.5385
6924,50800,-73.428
6950,51000,-69.8077
6975,51200,-101.516
7002,51400,-84.1815
7026,51600,-70.4917
7050,51800,-69.9583
7076,52000,-69.7462
7102,52200,-83.4769
7128,52400,-69.7692
7154,52600,-69.6692
