episode,timestep,reward
26,200,-184.6923
51,400,-127.92
78,600,-158.8519
103,800,-154.56
129,1000,-159.7692
152,1200,-105.4783
176,1400,-121.9167
202,1600,-130.9615
228,1800,-130.8077
255,2000,-134.037
279,2200,-109.5833
303,2400,-112.75
329,2600,-126.6538
353,2800,-112.5
379,3000,-113.9231
404,3200,-129.04
429,3400,-113.16
454,3600,-104.04
479,3800,-105.6
503,4000,-109.625
528,4200,-103.72
553,4400,-125.52
579,4600,-104.3846
604,4800,-95.28
630,5000,-118.5
655,5200,-109.6
680,5400,-95.84
706,5600,-107.2692
732,5800,-102.0769
757,6000,-94.36
782,6200,-97.52
808,6400,-113.6154
832,6600,-89.8333
857,6800,-89.8
884,7000,-100.2963
909,7200,-104.84
936,7400,-113.6296
962,7600,-82.5769
988,7800,-93.3077
1017,8000,-97.2414
1043,8200,-100.5769
1071,8400,-103.2857
1098,8600,-92.4815
1124,8800,-87.6154
1150,9000,-123.4231
1177,9200,-81.2222
1203,9400,-90.3077
1229,9600,-97.6154
1255,9800,-91.3846
1281,10000,-83.5769
1307,10200,-79.5385
1335,10400,-99.4286
1362,10600,-74.7407
1389,10800,-75.6667
1416,11000,-74.0741
1443,11200,-73.1111
1470,11400,-80.0
1498,11600,-82.0714
1525,11800,-79.6667
1552,12000,-85.8519
1577,12200,-98.2
1603,12400,-71.3846
1628,12600,-82.44
1653,12800,-76.52
1678,13000,-98.08
1703,13200,-70.84
1728,13400,-95.44
1754,13600,-96.8077
1780,13800,-73.8846
1807,14000,-74.8519
1835,14200,-68.1786
1861,14400,-69.1154
1888,14600,-76.5185
1915,14800,-69.7778
1942,15000,-74.2963
1969,15200,-79.5185
1998,15400,-73.8966
2026,15600,-74.2143
2054,15800,-73.6071
2082,16000,-73.0357
2109,16200,-74.1111
2137,16400,-66.9286
2166,16600,-70.4828
2193,16800,-66.2593
2220,17000,-72.2222
2248,17200,-68.1071
2276,17400,-66.6429
2304,17600,-65.5357
2331,17800,-65.2222
2359,18000,-61.7143
2387,18200,-77.3571
2415,18400,-64.4643
2443,18600,-69.0357
2471,18800,-73.5714
2499,19000,-67.8929
2528,19200,-72.1724
2554,19400,-64.4231
2582,19600,-61.6786
2607,19800,-62.32
2635,20000,-90.9643
2663,20200,-60.4286
2691,20400,-82.2857
2717,20600,-63.9231
2745,20800,-63.0357
2772,21000,-61.2222
2799,21200,-62.3704
2826,21400,-68.2963
2853,21600,-71.0
2880,21800,-62.5556
2906,22000,-61.3462
2934,22200,-66.7143
2960,22400,-59.9231
2987,22600,-60.8889
3014,22800,-69.5926
3041,23000,-68.7407
3067,23200,-60.8077
3093,23400,-61.8846
3118,23600,-68.8
3145,23800,-68.2593
3170,24000,-60.44
3195,24200,-59.96
3221,24400,-62.0
3247,24600,-67.1538
3272,24800,-60.16
3296,25000,-69.0
3320,25200,-63.2083
3343,25400,-59.6087
3366,25600,-70.913
3391,25800,-75.16
3415,26000,-76.3333
3440,26200,-72.72
3464,26400,-63.1667
3489,26600,-62.12
3512,26800,-71.7391
3537,27000,-63.64
3561,27200,-149.0833
3585,27400,-93.2917
3610,27600,-68.6
3636,27800,-66.2692
3660,28000,-64.0
3686,28200,-75.6923
3711,28400,-79.24
3735,28600,-59.5417
3760,28800,-61.72
3785,29000,-63.32
3810,29200,-62.16
3835,29400,-67.92
3857,29600,-59.2727
3880,29800,-62.3913
