episode,timestep,reward
31,200,-225.0968
61,400,-203.2733
89,600,-176.0
119,800,-179.62
146,1000,-153.4
176,1200,-206.1667
207,1400,-177.8516
235,1600,-173.2429
263,1800,-164.0714
292,2000,-135.7448
321,2200,-160.3862
350,2400,-157.731
381,2600,-140.0387
410,2800,-142.8552
440,3000,-144.6067
468,3200,-139.9214
498,3400,-176.6867
527,3600,-129.2966
557,3800,-155.8
585,4000,-133.0
614,4200,-132.1379
643,4400,-190.3379
673,4600,-152.04
703,4800,-140.3
731,5000,-148.4
759,5200,-132.4786
790,5400,-148.671
819,5600,-143.0552
848,5800,-129.2138
877,6000,-142.869
905,6200,-139.6786
932,6400,-120.4667
961,6600,-145.3724
990,6800,-129.7586
1020,7000,-115.5333
1049,7200,-116.7379
1079,7400,-141.54
1109,7600,-126.98
1137,7800,-154.7357
1167,8000,-124.9067
1198,8200,-123.1935
1227,8400,-111.3655
1258,8600,-134.0968
1288,8800,-148.5733
1319,9000,-125.9613
1350,9200,-136.1613
1381,9400,-113.0516
1410,9600,-131.9379
1440,9800,-126.44
1470,10000,-111.4333
1500,10200,-116.9333
1530,10400,-126.2933
1560,10600,-113.8933
1590,10800,-114.56
1620,11000,-128.1933
1651,11200,-110.6968
1682,11400,-146.4452
1713,11600,-113.3742
1744,11800,-119.6129
1776,12000,-112.0438
1808,12200,-128.0625
1839,12400,-109.2903
1872,12600,-105.8788
1903,12800,-144.5419
1936,13000,-117.3576
1968,13200,-128.15
1999,13400,-108.9097
2032,13600,-106.0424
2064,13800,-117.3375
2096,14000,-104.825
2129,14200,-105.9455
2162,14400,-113.9939
2194,14600,-116.35
2226,14800,-103.6938
2260,15000,-103.8706
2292,15200,-117.8375
2325,15400,-104.0242
2357,15600,-114.4625
2391,15800,-101.8882
2423,16000,-104.4875
2456,16200,-103.3152
2489,16400,-103.8727
2521,16600,-118.8563
2554,16800,-104.1576
2586,17000,-113.8625
2619,17200,-102.2061
2652,17400,-125.2182
2685,17600,-103.7939
2717,17800,-103.9938
2749,18000,-102.525
2782,18200,-101.8667
2815,18400,-104.0121
2847,18600,-105.45
2880,18800,-113.3273
2913,19000,-103.1697
2946,19200,-111.9394
2978,19400,-115.45
3011,19600,-102.4121
3044,19800,-112.6848
3076,20000,-102.9188
3109,20200,-137.2061
3141,20400,-103.525
3174,20600,-114.0485
3207,20800,-102.2424
3239,21000,-126.5562
3272,21200,-115.2606
3305,21400,-102.7515
3339,21600,-101.4059
3372,21800,-103.5212
3405,22000,-102.3152
3438,22200,-102.2848
3470,22400,-114.1062
3503,22600,-100.1212
3535,22800,-103.0312
3569,23000,-100.9294
3602,23200,-99.5212
3635,23400,-99.3939
3667,23600,-113.05
3700,23800,-102.4303
3733,24000,-110.7091
3766,24200,-101.8788
3799,24400,-99.3273
3831,24600,-100.8563
3864,24800,-100.3818
3898,25000,-100.9412
3931,25200,-123.4121
3964,25400,-101.1091
3997,25600,-135.7576
4030,25800,-122.303
4062,26000,-112.7063
4095,26200,-109.9455
4128,26400,-99.9212
4161,26600,-100.9152
4194,26800,-110.0
4227,27000,-99.5939
4260,27200,-100.0848
4293,27400,-99.1515
4326,27600,-110.103
4359,27800,-99.1758
4392,28000,-99.9758
4424,28200,-101.4437
4457,28400,-99.6667
4490,28600,-133.1576
4523,28800,-99.9515
4556,29000,-123.0545
4589,29200,-99.6182
4622,29400,-122.0061
4655,29600,-123.0606
4688,29800,-124.8061
4721,30000,-98.4667
4754,30200,-114.0545
4787,30400,-111.8909
4821,30600,-100.2059
4854,30800,-112.3152
4886,31000,-137.3875
4919,31200,-123.2424
4952,31400,-100.3455
4984,31600,-114.9813
5017,31800,-100.1515
5050,32000,-101.5091
5083,32200,-99.8242
5117,32400,-99.4235
5150,32600,-100.3515
5182,32800,-100.0
5215,33000,-123.3939
5248,33200,-100.3515
5281,33400,-99.497
5313,33600,-99.9125
5346,33800,-110.5273
5379,34000,-111.2061
5412,34200,-99.9333
5446,34400,-100.2588
5479,34600,-110.3576
5512,34800,-98.2303
5545,35000,-99.0121
5578,35200,-99.8303
5611,35400,-98.897
5644,35600,-99.103
5678,35800,-99.4941
5711,36000,-98.8545
5744,36200,-99.4667
5776,36400,-102.4375
5809,36600,-110.503
5842,36800,-100.3818
5875,37000,-101.2727
5908,37200,-100.1818
5941,37400,-100.2485
5974,37600,-112.8182
6007,37800,-100.6424
6040,38000,-100.1818
6073,38200,-99.7879
6105,38400,-102.575
6137,38600,-111.7062
6170,38800,-111.0788
6203,39000,-114.1879
6235,39200,-100.9938
6268,39400,-100.6242
6301,39600,-99.4242
6334,39800,-99.5212
6366,40000,-99.95
6399,40200,-112.5212
6432,40400,-123.3515
6465,40600,-100.6242
6498,40800,-101.9879
6530,41000,-125.0562
6563,41200,-104.8424
6596,41400,-125.5455
6629,41600,-122.6242
6661,41800,-100.8375
6694,42000,-123.0788
6727,42200,-100.8727
6760,42400,-111.9333
6794,42600,-99.3529
6826,42800,-101.35
6859,43000,-99.3818
6892,43200,-110.9697
6924,43400,-101.5687
6956,43600,-115.7437
6989,43800,-101.0061
7022,44000,-110.697
7055,44200,-111.9818
7088,44400,-100.6364
7121,44600,-115.1879
7153,44800,-124.5313
7186,45000,-101.6
7218,45200,-114.9
7251,45400,-102.5455
7284,45600,-104.2364
7317,45800,-102.1818
7351,46000,-100.7706
7384,46200,-101.0364
7416,46400,-112.9062
7448,46600,-116.2875
7480,46800,-103.35
7513,47000,-104.5333
7545,47200,-114.3563
7577,47400,-102.85
7610,47600,-102.5879
7643,47800,-101.9636
7675,48000,-113.1125
7708,48200,-100.7576
7740,48400,-101.2375
7771,48600,-140.8774
7802,48800,-114.2645
7834,49000,-101.5062
7867,49200,-112.3091
7900,49400,-113.1879
7931,49600,-102.0258
