episode,timestep,reward
31,200,-219.4645
60,400,-181.9655
88,600,-156.1143
116,800,-181.6
143,1000,-169.5333
173,1200,-194.68
202,1400,-186.2
229,1600,-145.1852
256,1800,-144.3111
283,2000,-171.7259
312,2200,-133.0483
341,2400,-196.6621
371,2600,-179.88
396,2800,-128.04
424,3000,-130.2357
453,3200,-159.2414
482,3400,-174.8276
510,3600,-151.6857
537,3800,-126.5704
564,4000,-130.4889
592,4200,-148.4357
622,4400,-144.6333
649,4600,-136.837
678,4800,-129.5655
707,5000,-151.6345
737,5200,-140.82
767,5400,-117.2067
796,5600,-156.9862
825,5800,-150.4759
853,6000,-135.7071
884,6200,-137.5161
914,6400,-116.8667
945,6600,-141.3161
974,6800,-137.8345
1005,7000,-135.671
1035,7200,-113.5933
1066,7400,-111.3613
1095,7600,-112.4621
1126,7800,-125.7419
1157,8000,-110.4452
1187,8200,-138.26
1217,8400,-115.1467
1248,8600,-137.1613
1279,8800,-126.2
1311,9000,-141.5813
1343,9200,-134.15
1375,9400,-118.9875
1406,9600,-122.5419
1437,9800,-146.5806
1469,10000,-144.05
1501,10200,-133.4313
1533,10400,-105.95
1564,10600,-122.9806
1597,10800,-116.6424
1629,11000,-128.8563
1662,11200,-103.6848
1694,11400,-105.8813
1726,11600,-119.2875
1759,11800,-105.6848
1791,12000,-105.6438
1824,12200,-103.2424
1858,12400,-114.4471
1891,12600,-113.6424
1923,12800,-138.625
1956,13000,-103.6242
1988,13200,-126.9438
2021,13400,-112.5212
2054,13600,-103.7758
2088,13800,-103.2118
2121,14000,-100.5394
2154,14200,-113.1758
2187,14400,-103.1091
2220,14600,-103.7576
2252,14800,-127.15
2285,15000,-114.1152
2318,15200,-102.7212
2350,15400,-165.4188
2381,15600,-133.2129
2413,15800,-118.5438
2445,16000,-108.1313
2478,16200,-105.2242
2511,16400,-114.9636
2544,16600,-103.5212
2576,16800,-117.5625
2609,17000,-104.2606
2642,17200,-116.6848
2675,17400,-104.0
2708,17600,-105.0606
2741,17800,-115.1818
2774,18000,-104.2667
2807,18200,-105.0121
2840,18400,-102.903
2873,18600,-103.1879
2907,18800,-102.7588
2940,19000,-101.2
2973,19200,-101.8909
3007,19400,-100.7
3040,19600,-101.0242
3073,19800,-112.3394
3106,20000,-123.5636
3139,20200,-100.4606
3172,20400,-115.5697
3205,20600,-106.0182
3239,20800,-105.7882
3272,21000,-103.8909
3305,21200,-115.7879
3338,21400,-114.5455
3372,21600,-104.2235
3405,21800,-118.4424
3437,22000,-106.4875
3471,22200,-115.5765
3504,22400,-109.5818
3537,22600,-110.1939
3570,22800,-110.6303
3603,23000,-107.0788
3636,23200,-104.0061
3668,23400,-107.05
3701,23600,-114.2667
3734,23800,-104.9273
3767,24000,-107.7394
3801,24200,-102.5765
3834,24400,-101.297
3867,24600,-101.2485
3900,24800,-101.0364
3933,25000,-100.4909
3967,25200,-100.2471
3999,25400,-102.6625
4032,25600,-111.4364
4065,25800,-110.6545
4098,26000,-99.5879
4131,26200,-112.697
4164,26400,-111.4
4197,26600,-99.8182
4230,26800,-99.8909
4263,27000,-99.8909
4296,27200,-99.1939
4329,27400,-112.6242
4362,27600,-99.2788
4394,27800,-100.6625
4427,28000,-101.3939
4460,28200,-99.1636
4493,28400,-121.8121
4527,28600,-100.6588
4559,28800,-101.1437
4592,29000,-101.503
4625,29200,-100.1576
4659,29400,-98.5059
4692,29600,-98.3939
4725,29800,-121.8909
4758,30000,-100.1939
4790,30200,-103.5438
4823,30400,-99.4606
4857,30600,-98.9765
4889,30800,-101.0313
4922,31000,-98.6364
4955,31200,-98.9333
4988,31400,-98.4242
5022,31600,-97.7588
5055,31800,-98.2303
5088,32000,-98.4061
5121,32200,-110.9212
5154,32400,-101.697
5187,32600,-101.8
5220,32800,-99.503
5253,33000,-98.2121
5286,33200,-99.7273
5319,33400,-98.1212
5352,33600,-98.5455
5385,33800,-98.6848
5419,34000,-97.6235
5452,34200,-98.2061
5486,34400,-107.9412
5519,34600,-110.097
5553,34800,-98.7529
5586,35000,-99.0788
5619,35200,-100.3152
5652,35400,-99.6788
5685,35600,-109.6303
5718,35800,-102.5091
5750,36000,-112.65
5783,36200,-102.103
5814,36400,-127.4194
5845,36600,-119.1677
5878,36800,-105.9333
5910,37000,-101.4938
5943,37200,-102.4121
5976,37400,-102.0364
6010,37600,-98.2
6043,37800,-110.3273
6076,38000,-100.1333
6109,38200,-123.6424
6141,38400,-103.425
6174,38600,-115.0606
6207,38800,-103.1939
6241,39000,-103.3294
6274,39200,-102.8727
6307,39400,-112.7758
6340,39600,-101.9576
6373,39800,-104.103
6406,40000,-101.2545
6439,40200,-100.9576
6473,40400,-111.2471
6506,40600,-101.3515
6539,40800,-115.1152
6572,41000,-114.5091
6605,41200,-115.3697
6638,41400,-102.5152
6671,41600,-115.9576
6703,41800,-116.2
6735,42000,-104.5187
6768,42200,-104.1152
6801,42400,-103.3515
6834,42600,-104.8
6867,42800,-114.0182
6900,43000,-103.9273
6934,43200,-103.6765
6967,43400,-104.7636
7000,43600,-102.3455
7033,43800,-101.0182
7067,44000,-102.8529
7100,44200,-100.5455
7133,44400,-111.0364
7166,44600,-101.3818
7199,44800,-101.0121
7233,45000,-101.1412
7266,45200,-123.4303
7299,45400,-104.6364
7332,45600,-103.8606
7365,45800,-103.5515
7399,46000,-100.7
7432,46200,-100.903
7464,46400,-101.4
7498,46600,-101.3824
7531,46800,-99.5697
7564,47000,-98.3273
7598,47200,-98.2941
7631,47400,-99.6303
7664,47600,-97.9939
7697,47800,-97.8606
7730,48000,-124.0
7762,48200,-105.225
7796,48400,-115.0647
7829,48600,-106.5273
7862,48800,-117.297
7895,49000,-105.3636
7928,49200,-107.2788
7961,49400,-103.8485
7994,49600,-102.4424
